"from_country","to_country","move_year","n_moves","n_unique_movers"
"Croatia","Austria",2015,1,1
"Israel","Australia",2024,1,1
"Macao","United States",2023,1,1
"Canada","Nepal",2022,1,1
"Rwanda","Kenya",2022,1,1
"Kazakhstan","France",2022,1,1
"United Kingdom","Bangladesh",2023,1,1
"Spain","Sweden",2024,1,1
"Singapore","Greece",2024,1,1
"Nepal","South Africa",2024,1,1
"Russia","Australia",2019,1,1
"Netherlands","South Africa",2000,1,1
"China","Pakistan",2019,1,1
"South Korea","France",2020,1,1
"Chile","Canada",2021,1,1
"Iran","Switzerland",2020,1,1
"Ireland","Belgium",2023,1,1
"India","South Korea",2024,1,1
"Turkey","Canada",2018,1,1
"Kenya","Canada",2022,1,1
"Poland","Sweden",2021,1,1
"Australia","Netherlands",2024,1,1
"Finland","United States",2018,1,1
"Netherlands","Montenegro",2016,1,1
"Czech Republic","United Kingdom",2017,1,1
"Canada","Argentina",2021,1,1
"Germany","Netherlands",2003,1,1
"Mauritius","Nigeria",2019,1,1
"Lebanon","Thailand",2024,1,1
"Switzerland","Thailand",2020,1,1
"United Arab Emirates","Canada",2020,1,1
"Germany","Jamaica",2018,1,1
"France","Mexico",2017,1,1
"Czech Republic","Greece",2018,1,1
"Poland","Russia",2016,1,1
"Estonia","United States",2018,1,1
"Finland","Norway",2022,1,1
"Austria","Netherlands",2011,1,1
"Canada","Norway",2023,1,1
"Belgium","Poland",2020,1,1
"Tunisia","Singapore",2021,1,1
"Netherlands","Thailand",2015,1,1
"Italy","Ukraine",2019,1,1
"Peru","Chile",2018,1,1
"Peru","France",2012,1,1
"United Kingdom","Cyprus",2019,1,1
"South Africa","Netherlands",2006,1,1
"Denmark","China",2023,1,1
"Indonesia","Canada",2022,1,1
"San Marino","United Kingdom",2022,1,1
"Singapore","United States",2007,1,1
"Liechtenstein","Switzerland",2021,1,1
"India","Ghana",2024,1,1
"France","Kenya",2022,1,1
"Vietnam","United Arab Emirates",2024,1,1
"United Kingdom","Italy",2014,1,1
"India","Belarus",2018,1,1
"United Arab Emirates","Japan",2021,1,1
"Denmark","Zambia",2016,1,1
"Belgium","Norway",2018,1,1
"Norway","Belgium",2019,1,1
"Netherlands","Singapore",2016,1,1
"China","Turkey",2023,1,1
"Cyprus","Zimbabwe",2020,1,1
"Singapore","Tunisia",2023,1,1
"Benin","United States",2015,1,1
"India","China",2022,1,1
"United States","Germany",2025,1,1
"Australia","United Arab Emirates",2020,1,1
"United Kingdom","Poland",2018,1,1
"Brazil","India",2022,1,1
"Norway","Belgium",2013,1,1
"India","Luxembourg",2021,1,1
"Switzerland","Netherlands",2008,1,1
"United Kingdom","South Korea",2017,1,1
"Mongolia","United Kingdom",2022,1,1
"Russia","Thailand",2024,1,1
"Israel","Canada",2023,1,1
"Taiwan","Hong Kong",2023,1,1
"France","Japan",2017,1,1
"Peru","Colombia",2022,1,1
"Denmark","United Arab Emirates",2015,1,1
"Sweden","Hong Kong",2022,1,1
"Netherlands","Tunisia",2023,1,1
"Belarus","Ireland",2020,1,1
"Denmark","United States",2012,1,1
"Netherlands","Romania",2020,1,1
"Denmark","Finland",2016,1,1
"Sri Lanka","Singapore",2020,1,1
"United States","France",1993,1,1
"Ireland","Netherlands",2015,1,1
"Belgium","Czech Republic",2021,1,1
"Germany","Luxembourg",2020,1,1
"Germany","Romania",2009,1,1
"Bolivia","Germany",2019,1,1
"China","Taiwan",2021,1,1
"Jordan","United Kingdom",2020,1,1
"Netherlands","Russia",2015,1,1
"Canada","Italy",2016,1,1
"Philippines","Iran",2023,1,1
"Iran","Austria",2012,1,1
"South Korea","Egypt",2021,1,1
"Spain","Costa Rica",2023,1,1
"Netherlands","Estonia",2024,1,1
"Belgium","Sweden",2021,1,1
"Tanzania","United Kingdom",2024,1,1
"United Kingdom","Spain",2015,1,1
"Netherlands","Slovakia",2022,1,1
"South Korea","Russia",2003,1,1
"Syria","Russia",2023,1,1
"United States","South Korea",2014,1,1
"Afghanistan","Pakistan",2014,1,1
"Canada","Luxembourg",2020,1,1
"Switzerland","France",2007,1,1
"Pakistan","Turkey",2017,1,1
"Iceland","Belgium",2024,1,1
"Monaco","United States",2023,1,1
"Aruba","Netherlands",2012,1,1
"Luxembourg","Netherlands",2010,1,1
"Russia","Malaysia",2021,1,1
"Canada","Taiwan",2021,1,1
"Kyrgyzstan","Australia",2024,1,1
"Guatemala","Chile",2023,1,1
"Morocco","United States",2020,1,1
"United Kingdom","Chile",2020,1,1
"Afghanistan","India",2021,1,1
"Austria","Iran",2019,1,1
"Spain","Australia",2024,1,1
"Australia","China",2020,1,1
"Singapore","Netherlands",2010,1,1
"Iran","Belgium",2021,1,1
"Panama","United States",2020,1,1
"Spain","United Kingdom",2012,1,1
"Switzerland","Netherlands",2006,1,1
"Brazil","Netherlands",2008,1,1
"Netherlands","Kazakhstan",2019,1,1
"Nigeria","Pakistan",2024,1,1
"India","Norway",2024,1,1
"United Kingdom","Hungary",2020,1,1
"Australia","France",2008,1,1
"Germany","Sri Lanka",2024,1,1
"Lithuania","Denmark",2023,1,1
"Malawi","Sri Lanka",2024,1,1
"China","Macedonia",2022,1,1
"Greece","Italy",2023,1,1
"Egypt","Malaysia",2022,1,1
"Taiwan","Israel",2019,1,1
"Israel","South Korea",2021,1,1
"Hong Kong","Ukraine",2022,1,1
"Bangladesh","Singapore",2021,1,1
"Egypt","Morocco",2023,1,1
"United States","Jersey",2015,1,1
"France","China",2015,1,1
"Morocco","Madagascar",2023,1,1
"Brazil","United Arab Emirates",2023,1,1
"Ireland","Canada",2019,1,1
"France","Afghanistan",2007,1,1
"Afghanistan","Burundi",2007,1,1
"United Kingdom","Sierra Leone",2020,1,1
"Cyprus","Turkey",2024,1,1
"United States","New Zealand",2019,1,1
"Nigeria","Australia",2024,1,1
"Czech Republic","Luxembourg",2019,1,1
"Kenya","India",2024,1,1
"Qatar","Cyprus",2023,1,1
"Benin","United States",2023,1,1
"Switzerland","South Korea",2019,1,1
"United Kingdom","Portugal",2018,1,1
"Netherlands","Nigeria",2006,1,1
"Germany","Austria",2005,1,1
"Luxembourg","Azerbaijan",2022,1,1
"Canada","United States",2009,1,1
"France","Mauritania",2021,1,1
"Malawi","United States",2020,1,1
"Switzerland","Brazil",2023,1,1
"Denmark","Belgium",2020,1,1
"Austria","Czech Republic",2019,1,1
"United States","Spain",2003,1,1
"Colombia","United Arab Emirates",2024,1,1
"Poland","Norway",2021,1,1
"Ireland","Estonia",2023,1,1
"Italy","Ukraine",2017,1,1
"Australia","New Zealand",2018,1,1
"Kazakhstan","Singapore",2019,1,1
"Lebanon","Jordan",2022,1,1
"Panama","Colombia",2023,1,1
"Brazil","Belize",2023,1,1
"United States","New Zealand",2013,1,1
"Macao","Sweden",2015,1,1
"South Africa","India",2022,1,1
"Canada","Iceland",2019,1,1
"Italy","South Korea",2018,1,1
"Ukraine","United Arab Emirates",2021,1,1
"Guatemala","Slovakia",2016,1,1
"Greece","Germany",2009,1,1
"Estonia","Switzerland",2021,1,1
"Nicaragua","United States",2022,1,1
"United Arab Emirates","Netherlands",2014,1,1
"Isle of Man","United Kingdom",2023,1,1
"Poland","Macedonia",2022,1,1
"Switzerland","Luxembourg",2013,1,1
"Switzerland","Brazil",2015,1,1
"India","Cameroon",2021,1,1
"Belarus","Germany",2020,1,1
"Peru","Colombia",2013,1,1
"United States","South Korea",2010,1,1
"Netherlands","South Korea",2017,1,1
"Lebanon","Denmark",2019,1,1
"Lebanon","Denmark",2022,1,1
"Turkey","Burkina Faso",2023,1,1
"Kuwait","Canada",2022,1,1
"Finland","France",2021,1,1
"Netherlands","Eritrea",2015,1,1
"Cyprus","Poland",2018,1,1
"Tunisia","Algeria",2020,1,1
"Germany","Slovenia",2018,1,1
"Israel","China",2017,1,1
"Ivory Coast","United States",2019,1,1
"Japan","Spain",2023,1,1
"Denmark","Norway",2018,1,1
"Algeria","United States",2018,1,1
"Hungary","Lithuania",2021,1,1
"China","Philippines",2020,1,1
"Germany","Indonesia",2020,1,1
"Australia","Sri Lanka",2022,1,1
"France","Ukraine",2019,1,1
"Israel","Netherlands",2020,1,1
"Nigeria","Uganda",2022,1,1
"United States","Norway",2017,1,1
"Malaysia","Yemen",2020,1,1
"Netherlands","Curacao",2011,1,1
"France","Turkey",2024,1,1
"Netherlands","United Arab Emirates",2015,1,1
"United Kingdom","Thailand",2018,1,1
"Rwanda","Mauritania",1997,1,1
"Belgium","Denmark",2024,1,1
"Azerbaijan","Pakistan",2024,1,1
"Bangladesh","South Korea",2020,1,1
"Mexico","France",2023,1,1
"Maldives","India",2023,1,1
"France","New Zealand",2017,1,1
"Vietnam","United Kingdom",2022,1,1
"Iran","Iceland",2024,1,1
"United Kingdom","Georgia",2023,1,1
"Spain","Brazil",2018,1,1
"Spain","Switzerland",2015,1,1
"Slovenia","Belgium",2017,1,1
"United States","Macao",2014,1,1
"Estonia","Netherlands",2024,1,1
"India","Spain",2019,1,1
"Colombia","Puerto Rico",2024,1,1
"Hungary","Japan",2022,1,1
"United States","France",2007,1,1
"Belgium","Congo - Democratic Republic of the Congo",2016,1,1
"France","Sweden",2016,1,1
"Slovenia","France",2021,1,1
"Ireland","Denmark",2022,1,1
"Croatia","Bosnia and Herzegovina",2022,1,1
"France","Qatar",2021,1,1
"Canada","Laos",2019,1,1
"New Zealand","Netherlands",2018,1,1
"India","United States",2006,1,1
"Malaysia","Japan",2022,1,1
"Switzerland","Portugal",2018,1,1
"Slovenia","Switzerland",2024,1,1
"Portugal","Netherlands",2019,1,1
"Romania","Austria",2021,1,1
"New Zealand","Iran",2021,1,1
"Belgium","Japan",2018,1,1
"Israel","Bangladesh",2022,1,1
"India","Lebanon",2020,1,1
"India","China",2019,1,1
"Germany","Hong Kong",2022,1,1
"Canada","Austria",2019,1,1
"Netherlands","Egypt",2005,1,1
"Hungary","United Kingdom",2019,1,1
"Spain","Greece",2021,1,1
"Palestine","United Arab Emirates",2021,1,1
"Czech Republic","Canada",2017,1,1
"Netherlands","Austria",2020,1,1
"India","Algeria",2022,1,1
"Chile","Solomon Islands",2023,1,1
"Canada","Egypt",2018,1,1
"Canada","Mexico",2024,1,1
"Croatia","United Arab Emirates",2019,1,1
"Egypt","Ireland",2023,1,1
"Ecuador","Spain",2023,1,1
"Philippines","United Kingdom",2023,1,1
"Netherlands","Egypt",2022,1,1
"Lithuania","Belarus",2023,1,1
"Portugal","Germany",2020,1,1
"Malaysia","United States",2014,1,1
"Turkey","Estonia",2018,1,1
"Georgia","South Korea",2021,1,1
"Czech Republic","Netherlands",2020,1,1
"United Kingdom","Ghana",2023,1,1
"Hungary","Chile",2022,1,1
"Portugal","Georgia",2023,1,1
"Brazil","Switzerland",2020,1,1
"India","Vietnam",2024,1,1
"Belgium","Ireland",2020,1,1
"Canada","Ukraine",2021,1,1
"Hungary","Denmark",2021,1,1
"Georgia","Philippines",2023,1,1
"Ireland","Canada",2022,1,1
"United Kingdom","Lithuania",2023,1,1
"Bahrain","India",2023,1,1
"Puerto Rico","Spain",2012,1,1
"Belgium","Croatia",2023,1,1
"United Kingdom","Ireland",2019,1,1
"Kyrgyzstan","Pakistan",2022,1,1
"Canada","France",2004,1,1
"Indonesia","South Korea",2019,1,1
"Syria","Lebanon",2018,1,1
"Spain","Denmark",2017,1,1
"Mauritius","United States",2020,1,1
"Canada","Nepal",2019,1,1
"Brazil","Germany",2012,1,1
"Netherlands","Sweden",2001,1,1
"Albania","Austria",2023,1,1
"Germany","Armenia",2018,1,1
"Bangladesh","Denmark",2023,1,1
"Austria","Germany",2006,1,1
"United States","Bermuda",2023,1,1
"United States","New Zealand",2017,1,1
"Cyprus","Poland",2023,1,1
"Uzbekistan","United Arab Emirates",2023,1,1
"Italy","France",2014,1,1
"Finland","Indonesia",2021,1,1
"Portugal","South Africa",2020,1,1
"Vietnam","Philippines",2022,1,1
"United States","Malaysia",2017,1,1
"France","Malta",2024,1,1
"Netherlands","Kazakhstan",2013,1,1
"Germany","United Kingdom",2011,1,1
"Turkey","Australia",2018,1,1
"Estonia","Finland",2019,1,1
"Sweden","Latvia",2024,1,1
"Sweden","Netherlands",2003,1,1
"Greece","Belgium",2019,1,1
"Russia","United Kingdom",2016,1,1
"Iran","Estonia",2023,1,1
"Vietnam","Hong Kong",2023,1,1
"Indonesia","India",2023,1,1
"El Salvador","Guatemala",2023,1,1
"Ukraine","Bulgaria",2014,1,1
"Poland","Taiwan",2024,1,1
"Andorra","Netherlands",2012,1,1
"Japan","Hong Kong",2014,1,1
"Tanzania","Ethiopia",2024,1,1
"Singapore","Myanmar",2019,1,1
"Cyprus","Netherlands",2023,1,1
"Turkey","India",2018,1,1
"France","New Caledonia",2024,1,1
"Singapore","Saudi Arabia",2023,1,1
"Czech Republic","France",2023,1,1
"India","Estonia",2024,1,1
"Philippines","Nicaragua",2023,1,1
"Nicaragua","Singapore",2024,1,1
"Macao","United States",2018,1,1
"Australia","Estonia",2020,1,1
"Pakistan","Italy",2019,1,1
"Netherlands","Suriname",2022,1,1
"Denmark","China",2018,1,1
"Israel","China",2022,1,1
"Qatar","Canada",2018,1,1
"Iran","Romania",2022,1,1
"Italy","Pakistan",2024,1,1
"Switzerland","Senegal",2023,1,1
"Japan","Germany",2024,1,1
"Sweden","Cyprus",2024,1,1
"Netherlands","Bulgaria",2018,1,1
"Kazakhstan","Turkey",2023,1,1
"Kazakhstan","Malaysia",2019,1,1
"Turkey","Luxembourg",2017,1,1
"Thailand","Japan",2020,1,1
"France","South Korea",2021,1,1
"Israel","Canada",2018,1,1
"United States","Turkey",2015,1,1
"Estonia","Philippines",2019,1,1
"Philippines","Japan",2019,1,1
"Canada","Pakistan",2020,1,1
"Germany","New Zealand",2023,1,1
"Hungary","India",2020,1,1
"Taiwan","Hong Kong",2018,1,1
"Germany","Estonia",2023,1,1
"Malaysia","Taiwan",2024,1,1
"Midway Islands","United States",2019,1,1
"Ecuador","Canada",2021,1,1
"Canada","Brazil",2024,1,1
"China","Sweden",2022,1,1
"Australia","United Kingdom",2011,1,1
"Turkmenistan","Saudi Arabia",2024,1,1
"Slovakia","Netherlands",2020,1,1
"Tunisia","Netherlands",2022,1,1
"Mexico","Ukraine",2020,1,1
"Bermuda","United States",2021,1,1
"India","Costa Rica",2017,1,1
"Israel","Russia",2023,1,1
"Japan","Singapore",2017,1,1
"United States","Singapore",2011,1,1
"Kyrgyzstan","Serbia",2023,1,1
"Netherlands","Jamaica",2012,1,1
"Canada","Denmark",2002,1,1
"Sweden","Egypt",2022,1,1
"Turkey","Romania",2024,1,1
"Bulgaria","United Kingdom",2018,1,1
"Cape Verde","Guinea-Bissau",2022,1,1
"India","Pakistan",2020,1,1
"United Kingdom","Azerbaijan",2021,1,1
"Hungary","Switzerland",2024,1,1
"Argentina","Venezuela",2023,1,1
"Netherlands","Israel",2021,1,1
"Germany","Puerto Rico",2012,1,1
"Malaysia","Spain",2015,1,1
"Pakistan","Turkey",2019,1,1
"Thailand","Switzerland",2024,1,1
"Netherlands","Ukraine",2024,1,1
"Nigeria","South Africa",2019,1,1
"United States","Venezuela",2024,1,1
"Thailand","Cyprus",2021,1,1
"Russia","Chile",2022,1,1
"Nepal","Netherlands",2021,1,1
"Czech Republic","Portugal",2024,1,1
"Japan","Singapore",2013,1,1
"Portugal","France",2019,1,1
"Netherlands","Bahrain",2021,1,1
"Peru","Taiwan",2024,1,1
"Bangladesh","United Arab Emirates",2022,1,1
"Ghana","Belgium",2019,1,1
"Belgium","Ghana",2019,1,1
"Pakistan","Japan",2023,1,1
"Syria","Turkey",2018,1,1
"Spain","Germany",2011,1,1
"Mexico","Dominican Republic",2022,1,1
"United Kingdom","Morocco",2024,1,1
"Morocco","Belgium",2023,1,1
"Peru","Spain",2015,1,1
"Hong Kong","United States",2016,1,1
"Argentina","Switzerland",2013,1,1
"Cameroon","Russia",2021,1,1
"Luxembourg","Netherlands",2015,1,1
"United Kingdom","Portugal",2015,1,1
"United Arab Emirates","France",2018,1,1
"Armenia","United States",2018,1,1
"Ireland","Canada",2017,1,1
"Malta","Netherlands",2020,1,1
"France","Poland",2019,1,1
"Czech Republic","Japan",2017,1,1
"Qatar","Canada",2023,1,1
"Italy","Canada",2017,1,1
"Singapore","United States",2011,1,1
"Chile","Mexico",2023,1,1
"Romania","Poland",2021,1,1
"Ecuador","Chile",2024,1,1
"Cyprus","Lebanon",2020,1,1
"Guatemala","Colombia",2021,1,1
"Russia","Denmark",2021,1,1
"Australia","Poland",2022,1,1
"China","Malaysia",2023,1,1
"Italy","Netherlands",2014,1,1
"Argentina","Spain",2011,1,1
"Bolivia","United Kingdom",2023,1,1
"Brazil","Poland",2024,1,1
"Belarus","Denmark",2021,1,1
"Nigeria","United Arab Emirates",2024,1,1
"Taiwan","Vietnam",2020,1,1
"Finland","Norway",2019,1,1
"Indonesia","Uzbekistan",2023,1,1
"Egypt","Italy",2023,1,1
"Saudi Arabia","Netherlands",2021,1,1
"South Korea","Taiwan",2020,1,1
"Malaysia","Bahrain",2021,1,1
"Ireland","Germany",2015,1,1
"Netherlands","New Zealand",2017,1,1
"United States","Bahamas",2022,1,1
"Vietnam","Malaysia",2022,1,1
"Syria","Italy",2023,1,1
"Puerto Rico","Netherlands",2013,1,1
"Iran","Slovakia",2022,1,1
"Canada","Bermuda",2021,1,1
"Austria","Hungary",2020,1,1
"Chile","Bolivia",2022,1,1
"Ghana","United States",2022,1,1
"Malaysia","New Zealand",2021,1,1
"Taiwan","United Kingdom",2017,1,1
"United Kingdom","United States",1986,1,1
"Egypt","France",2024,1,1
"Australia","Spain",2012,1,1
"Ukraine","Vietnam",2022,1,1
"Switzerland","Russia",2024,1,1
"Netherlands","Lithuania",2024,1,1
"Congo - Democratic Republic of the Congo","Spain",2022,1,1
"Portugal","Netherlands",2004,1,1
"Ireland","Finland",2019,1,1
"United States","Germany",2003,1,1
"Taiwan","Vietnam",2021,1,1
"Greece","Ireland",2014,1,1
"Egypt","South Korea",2024,1,1
"Iran","Turkey",2017,1,1
"Cuba","Chile",2020,1,1
"Turkey","Kenya",2023,1,1
"Mauritius","United States",2021,1,1
"Italy","Estonia",2020,1,1
"Poland","Belarus",2017,1,1
"India","Yemen",2024,1,1
"Belgium","Norway",2016,1,1
"United States","Australia",2012,1,1
"India","Ethiopia",2023,1,1
"Pakistan","Ireland",2024,1,1
"Costa Rica","New Zealand",2022,1,1
"Belarus","Kazakhstan",2023,1,1
"Jordan","United Kingdom",2021,1,1
"Canada","Azerbaijan",2019,1,1
"United States","Indonesia",2013,1,1
"Japan","Peru",2022,1,1
"Sweden","Estonia",2024,1,1
"Peru","Japan",2022,1,1
"Lithuania","Israel",2023,1,1
"United States","Ireland",2007,1,1
"Canada","Portugal",2019,1,1
"Italy","Singapore",2022,1,1
"Poland","Czech Republic",2022,1,1
"Argentina","Germany",2023,1,1
"United Kingdom","Macedonia",2019,1,1
"Germany","Spain",2017,1,1
"United States","United Kingdom",1988,1,1
"Sweden","Australia",2024,1,1
"Netherlands","Cuba",2016,1,1
"Argentina","Italy",2024,1,1
"Spain","Italy",2004,1,1
"Canada","Madagascar",2021,1,1
"India","Turkey",2018,1,1
"Singapore","Belgium",2022,1,1
"United States","Bolivia",2018,1,1
"United States","France",2005,1,1
"Estonia","Sweden",2024,1,1
"Netherlands","Armenia",2022,1,1
"Brazil","Egypt",2019,1,1
"Greece","Canada",2009,1,1
"Macao","United States",2016,1,1
"Italy","Peru",2022,1,1
"Colombia","Mexico",2019,1,1
"Switzerland","Saudi Arabia",2024,1,1
"Estonia","Russia",2024,1,1
"Croatia","Cyprus",2022,1,1
"Liechtenstein","Germany",2022,1,1
"United Arab Emirates","Pakistan",2015,1,1
"Ecuador","Argentina",2014,1,1
"Sri Lanka","Japan",2019,1,1
"Romania","Poland",2020,1,1
"Croatia","Netherlands",2012,1,1
"Nigeria","Germany",2020,1,1
"Switzerland","Serbia",2023,1,1
"United Arab Emirates","Australia",1991,1,1
"India","United Arab Emirates",1990,1,1
"Australia","India",2018,1,1
"Estonia","Canada",2024,1,1
"Syria","Canada",2021,1,1
"Denmark","France",2021,1,1
"United States","Jordan",2021,1,1
"Togo","Morocco",2022,1,1
"Russia","United States",2011,1,1
"Pakistan","Greece",2024,1,1
"Montenegro","Netherlands",2016,1,1
"Australia","Turkey",2019,1,1
"Argentina","Canada",2020,1,1
"United Kingdom","Czech Republic",2020,1,1
"Japan","Morocco",2023,1,1
"Switzerland","Jordan",2013,1,1
"Qatar","United Arab Emirates",2021,1,1
"Israel","Iran",2019,1,1
"Jordan","Syria",2024,1,1
"United Kingdom","Estonia",2023,1,1
"Portugal","Estonia",2022,1,1
"Monaco","United Kingdom",2022,1,1
"Kenya","Australia",2024,1,1
"Egypt","Finland",2019,1,1
"Colombia","Germany",2021,1,1
"Canada","Vietnam",2024,1,1
"Rwanda","United States",2022,1,1
"Netherlands","Jordan",2018,1,1
"United Kingdom","Portugal",2003,1,1
"Poland","Belgium",2024,1,1
"Trinidad and Tobago","United States",2020,1,1
"Greece","Romania",2016,1,1
"Georgia","Serbia",2023,1,1
"Algeria","Kuwait",2023,1,1
"Sweden","Turkey",2022,1,1
"Algeria","Germany",2022,1,1
"Switzerland","Greece",2024,1,1
"Philippines","India",2018,1,1
"El Salvador","Brazil",2019,1,1
"Belgium","Luxembourg",2017,1,1
"South Korea","Sweden",2019,1,1
"Nigeria","Canada",2016,1,1
"Austria","Ireland",2021,1,1
"Slovenia","Austria",2024,1,1
"Argentina","Uruguay",2023,1,1
"Kenya","Sweden",2019,1,1
"Ethiopia","India",2018,1,1
"Romania","Italy",2021,1,1
"Singapore","Taiwan",2022,1,1
"Netherlands","China",2013,1,1
"South Korea","Vietnam",2016,1,1
"United States","Vietnam",2019,1,1
"Russia","United Kingdom",2018,1,1
"Sweden","China",2024,1,1
"Sri Lanka","Thailand",2022,1,1
"Netherlands","Thailand",2016,1,1
"Jamaica","Australia",2012,1,1
"Netherlands","Chad",2021,1,1
"France","Syria",2021,1,1
"United States","Trinidad and Tobago",2018,1,1
"Trinidad and Tobago","Venezuela",2023,1,1
